
------------------------------cross validation on group: 0--------------------------

training data: 1 11 21 31 41 51 61 71 81 91 2 12 22 32 42 52 62 72 82 3 13 23 33 43 53 63 73 83 4 14 24 34 44 54 64 74 84 5 15 25 35 45 55 65 75 85 6 16 26 36 46 56 66 76 86 7 17 27 37 47 57 67 77 87 8 18 28 38 48 58 68 78 88 9 19 29 39 49 59 69 79 89 

test data : 0 10 20 30 40 50 60 70 80 90 

sepallength,sepalwidth,petalwidth,label,classification

5.1,3.4,0.2,Iris-setosa,Iris-setosa
5.0,3.4,0.2,Iris-setosa,Iris-setosa
6.1,2.6,1.4,Iris-virginica,Iris-versicolor
6.7,2.5,1.8,Iris-virginica,Iris-virginica
6.1,2.8,1.2,Iris-versicolor,Iris-versicolor
5.1,3.7,0.4,Iris-setosa,Iris-setosa
5.3,3.7,0.2,Iris-setosa,Iris-setosa
5.8,2.7,1.0,Iris-versicolor,Iris-versicolor
5.8,2.8,2.4,Iris-virginica,Iris-virginica
5.8,2.7,1.9,Iris-virginica,Iris-virginica
=======correct : 9, wrong : 1 accuracy: 0.9

------------------------------cross validation on group: 1--------------------------

training data: 0 10 20 30 40 50 60 70 80 90 2 12 22 32 42 52 62 72 82 3 13 23 33 43 53 63 73 83 4 14 24 34 44 54 64 74 84 5 15 25 35 45 55 65 75 85 6 16 26 36 46 56 66 76 86 7 17 27 37 47 57 67 77 87 8 18 28 38 48 58 68 78 88 9 19 29 39 49 59 69 79 89 

test data : 1 11 21 31 41 51 61 71 81 91 

sepallength,sepalwidth,petalwidth,label,classification

6.5,2.8,1.5,Iris-versicolor,Iris-virginica
5.4,3.9,0.4,Iris-setosa,Iris-setosa
5.6,2.7,1.3,Iris-versicolor,Iris-versicolor
6.9,3.1,2.3,Iris-virginica,Iris-virginica
5.8,2.6,1.2,Iris-versicolor,Iris-versicolor
5.7,4.4,0.4,Iris-setosa,Iris-setosa
5.5,2.3,1.3,Iris-versicolor,Iris-versicolor
4.9,2.4,1.0,Iris-versicolor,Iris-versicolor
5.0,3.4,0.4,Iris-setosa,Iris-setosa
5.5,2.6,1.2,Iris-versicolor,Iris-versicolor
=======correct : 9, wrong : 1 accuracy: 0.9

------------------------------cross validation on group: 2--------------------------

training data: 0 10 20 30 40 50 60 70 80 90 1 11 21 31 41 51 61 71 81 91 3 13 23 33 43 53 63 73 83 4 14 24 34 44 54 64 74 84 5 15 25 35 45 55 65 75 85 6 16 26 36 46 56 66 76 86 7 17 27 37 47 57 67 77 87 8 18 28 38 48 58 68 78 88 9 19 29 39 49 59 69 79 89 

test data : 2 12 22 32 42 52 62 72 82 

sepallength,sepalwidth,petalwidth,label,classification

5.0,3.3,0.2,Iris-setosa,Iris-setosa
4.3,3.0,0.1,Iris-setosa,Iris-setosa
5.5,2.4,1.0,Iris-versicolor,Iris-versicolor
6.3,3.3,1.6,Iris-versicolor,Iris-virginica
6.3,2.5,1.5,Iris-versicolor,Iris-virginica
6.3,2.3,1.3,Iris-versicolor,Iris-versicolor
6.3,2.9,1.8,Iris-virginica,Iris-virginica
5.9,3.0,1.5,Iris-versicolor,Iris-versicolor
6.5,3.0,2.2,Iris-virginica,Iris-virginica
=======correct : 7, wrong : 2 accuracy: 0.7777777777777778

------------------------------cross validation on group: 3--------------------------

training data: 0 10 20 30 40 50 60 70 80 90 1 11 21 31 41 51 61 71 81 91 2 12 22 32 42 52 62 72 82 4 14 24 34 44 54 64 74 84 5 15 25 35 45 55 65 75 85 6 16 26 36 46 56 66 76 86 7 17 27 37 47 57 67 77 87 8 18 28 38 48 58 68 78 88 9 19 29 39 49 59 69 79 89 

test data : 3 13 23 33 43 53 63 73 83 

sepallength,sepalwidth,petalwidth,label,classification

6.4,3.2,2.3,Iris-virginica,Iris-virginica
5.8,2.7,1.2,Iris-versicolor,Iris-versicolor
4.9,3.0,0.2,Iris-setosa,Iris-setosa
5.1,3.8,0.2,Iris-setosa,Iris-setosa
6.2,3.4,2.3,Iris-virginica,Iris-virginica
6.3,2.8,1.5,Iris-virginica,Iris-versicolor
5.4,3.4,0.2,Iris-setosa,Iris-setosa
5.0,3.2,0.2,Iris-setosa,Iris-setosa
5.5,2.5,1.3,Iris-versicolor,Iris-versicolor
=======correct : 8, wrong : 1 accuracy: 0.8888888888888888

------------------------------cross validation on group: 4--------------------------

training data: 0 10 20 30 40 50 60 70 80 90 1 11 21 31 41 51 61 71 81 91 2 12 22 32 42 52 62 72 82 3 13 23 33 43 53 63 73 83 5 15 25 35 45 55 65 75 85 6 16 26 36 46 56 66 76 86 7 17 27 37 47 57 67 77 87 8 18 28 38 48 58 68 78 88 9 19 29 39 49 59 69 79 89 

test data : 4 14 24 34 44 54 64 74 84 

sepallength,sepalwidth,petalwidth,label,classification

5.0,3.5,0.3,Iris-setosa,Iris-setosa
4.8,3.4,0.2,Iris-setosa,Iris-setosa
6.3,3.4,2.4,Iris-virginica,Iris-virginica
5.6,2.8,2.0,Iris-virginica,Iris-virginica
5.0,3.6,0.2,Iris-setosa,Iris-setosa
4.4,2.9,0.2,Iris-setosa,Iris-setosa
7.1,3.0,2.1,Iris-virginica,Iris-virginica
6.9,3.1,1.5,Iris-versicolor,Iris-versicolor
6.4,2.8,2.1,Iris-virginica,Iris-virginica
=======correct : 9, wrong : 0 accuracy: 1.0

