
------------------------------cross validation on group: 0--------------------------

training data: 1 11 21 31 41 51 61 71 81 91 2 12 22 32 42 52 62 72 82 3 13 23 33 43 53 63 73 83 4 14 24 34 44 54 64 74 84 5 15 25 35 45 55 65 75 85 6 16 26 36 46 56 66 76 86 7 17 27 37 47 57 67 77 87 8 18 28 38 48 58 68 78 88 9 19 29 39 49 59 69 79 89 

test data : 0 10 20 30 40 50 60 70 80 90 

sepalwidth,petallength,petalwidth,label,classification

2.9,4.2,1.3,Iris-versicolor,Iris-versicolor
3.9,1.3,0.4,Iris-setosa,Iris-setosa
2.8,4.8,1.4,Iris-versicolor,Iris-versicolor
3.2,1.2,0.2,Iris-setosa,Iris-setosa
3.4,1.4,0.2,Iris-setosa,Iris-setosa
2.7,4.9,1.8,Iris-virginica,Iris-virginica
3.0,5.2,2.0,Iris-virginica,Iris-virginica
2.6,6.9,2.3,Iris-virginica,Iris-virginica
3.0,5.1,1.8,Iris-virginica,Iris-virginica
3.1,5.1,2.3,Iris-virginica,Iris-virginica
=======correct : 10, wrong : 0 accuracy: 1.0

------------------------------cross validation on group: 1--------------------------

training data: 0 10 20 30 40 50 60 70 80 90 2 12 22 32 42 52 62 72 82 3 13 23 33 43 53 63 73 83 4 14 24 34 44 54 64 74 84 5 15 25 35 45 55 65 75 85 6 16 26 36 46 56 66 76 86 7 17 27 37 47 57 67 77 87 8 18 28 38 48 58 68 78 88 9 19 29 39 49 59 69 79 89 

test data : 1 11 21 31 41 51 61 71 81 91 

sepalwidth,petallength,petalwidth,label,classification

2.6,4.0,1.2,Iris-versicolor,Iris-versicolor
3.2,1.6,0.2,Iris-setosa,Iris-setosa
3.8,1.6,0.2,Iris-setosa,Iris-setosa
3.4,1.4,0.3,Iris-setosa,Iris-setosa
2.5,5.0,2.0,Iris-virginica,Iris-virginica
3.2,4.8,1.8,Iris-versicolor,Iris-virginica
3.3,1.7,0.5,Iris-setosa,Iris-setosa
3.0,6.6,2.1,Iris-virginica,Iris-virginica
3.2,5.3,2.3,Iris-virginica,Iris-virginica
2.5,4.0,1.3,Iris-versicolor,Iris-versicolor
=======correct : 9, wrong : 1 accuracy: 0.9

------------------------------cross validation on group: 2--------------------------

training data: 0 10 20 30 40 50 60 70 80 90 1 11 21 31 41 51 61 71 81 91 3 13 23 33 43 53 63 73 83 4 14 24 34 44 54 64 74 84 5 15 25 35 45 55 65 75 85 6 16 26 36 46 56 66 76 86 7 17 27 37 47 57 67 77 87 8 18 28 38 48 58 68 78 88 9 19 29 39 49 59 69 79 89 

test data : 2 12 22 32 42 52 62 72 82 

sepalwidth,petallength,petalwidth,label,classification

3.2,6.0,1.8,Iris-virginica,Iris-virginica
3.1,1.5,0.2,Iris-setosa,Iris-setosa
3.8,1.9,0.4,Iris-setosa,Iris-versicolor
3.4,1.6,0.2,Iris-setosa,Iris-setosa
3.2,1.3,0.2,Iris-setosa,Iris-setosa
3.4,5.4,2.3,Iris-virginica,Iris-virginica
3.0,4.8,1.8,Iris-virginica,Iris-versicolor
4.0,1.2,0.2,Iris-setosa,Iris-setosa
3.6,1.4,0.2,Iris-setosa,Iris-setosa
=======correct : 7, wrong : 2 accuracy: 0.7777777777777778

------------------------------cross validation on group: 3--------------------------

training data: 0 10 20 30 40 50 60 70 80 90 1 11 21 31 41 51 61 71 81 91 2 12 22 32 42 52 62 72 82 4 14 24 34 44 54 64 74 84 5 15 25 35 45 55 65 75 85 6 16 26 36 46 56 66 76 86 7 17 27 37 47 57 67 77 87 8 18 28 38 48 58 68 78 88 9 19 29 39 49 59 69 79 89 

test data : 3 13 23 33 43 53 63 73 83 

sepalwidth,petallength,petalwidth,label,classification

3.6,1.0,0.2,Iris-setosa,Iris-setosa
3.1,4.9,1.5,Iris-versicolor,Iris-versicolor
2.5,5.8,1.8,Iris-virginica,Iris-virginica
3.7,1.5,0.2,Iris-setosa,Iris-setosa
2.9,4.3,1.3,Iris-versicolor,Iris-versicolor
3.1,4.7,1.5,Iris-versicolor,Iris-versicolor
2.5,4.9,1.5,Iris-versicolor,Iris-versicolor
3.7,1.5,0.4,Iris-setosa,Iris-setosa
2.5,5.0,1.9,Iris-virginica,Iris-virginica
=======correct : 9, wrong : 0 accuracy: 1.0

------------------------------cross validation on group: 4--------------------------

training data: 0 10 20 30 40 50 60 70 80 90 1 11 21 31 41 51 61 71 81 91 2 12 22 32 42 52 62 72 82 3 13 23 33 43 53 63 73 83 5 15 25 35 45 55 65 75 85 6 16 26 36 46 56 66 76 86 7 17 27 37 47 57 67 77 87 8 18 28 38 48 58 68 78 88 9 19 29 39 49 59 69 79 89 

